runtime,extinct,S,nind,sad_ks,t_mean,t_mean0,t_var,t_var0,tad_ks
2.7594676772753397,0,209,1725,0.13173920100915903,1.4441079692997856,0.030141319947366164,14.4138427411866,6.196434614355218,0.14908105251251275
4.9375928473472595,0,374.6,6267.2,0.2735302435674971,0.6671229562897301,-0.012269519155983852,18.68612516283384,4.475202151035012,0.2306076036185284
1.943453558286031,0,49.2,465.6,0.1254223246050004,0.19160364061066343,0.13938061556340178,2.718730679128563,2.4376470637610677,0.029959401439050022
3.615312283039093,0,186.2,4740.6,0.15806035841655378,2.1290158787258546,-0.016528499572626854,16.59211167695874,5.984325082839993,0.24924138813024344
2.2983573691050214,0,53.6,193,0.11776372315575984,0.08943015757994335,0.0990310203014443,0.923059095451853,0.9006896499118825,0.057828499671700506
2.529686508178711,0,311.6,2730.2,0.014838751706897402,0.01529542002480837,-0.02203663959664107,1.5008631729889668,1.3699331820692833,0.023540961036243375
2.9987892500559488,0,62,2537.4,0.031506459690937294,0.40948386619145904,0.19351412609296226,14.7422702771705,14.880115756772279,0.03463750585478301
2.9418726070721943,0,83.6,2363.8,0.09973786982854181,0.7107894612679041,0.010680904219997352,2.531662543032195,2.806304128623292,0.20846166306861805
2.2278723748524984,0,239.8,896.6,0.059066920456143424,0.32467050203476794,0.09728235830458629,14.68838532350571,14.787797021356614,0.03721294616983392
1.8506365299224854,0,194.2,257.8,0.06253124991053582,-0.07509490935690566,-0.0033479950734619907,1.420958133739321,1.3653553850928104,0.04052698298450523
3.46144282023112,0,40,2927.2,0.4840067600172015,3.770622120939336,0.020292892155415555,7.428671633843475,0.3180171629994235,0.6562247817469965
3.0751899774869282,0,143.6,803.6,0.29839074666980114,2.7654677993891426,-0.05142018638219309,8.925087013448394,3.4668480506713526,0.4671597318460265
4.947887865702311,0,310,8857.4,0.06262018104826758,-0.0015027770403891246,-0.08915974678916964,5.314081010036146,4.711951168453711,0.02134866099829997
3.1056831940015157,0,128.6,2257,0.3029779910910312,0.28267195599376904,-0.008431833856616219,10.169961644203806,1.686184481481235,0.26279838289235785
3.2026622144381207,0,29,3712.4,0.08969413170885512,0.12322440132372142,0.13469694027298737,9.984997266164468,10.04409983332672,0.01266408940800669
2.6307395005226137,0,47.6,2342.8,0.032878064768542443,-0.06807005745219392,-0.24268032408045834,11.427099261718102,10.668731605494207,0.029618799821266296
2.4733207138379414,0,119,985.8,0.32828950821148334,4.17293733928727,0.014670781167295702,18.823380232457474,4.187058058009348,0.4927276733484979
3.1092431060473125,0,212.2,2706,0.056684513099589044,0.03495231898718249,0.02867942635488326,0.29012453082743267,0.27380776798237055,0.01606803990794107
2.0598976469039916,0,52.8,291.4,0.7216038097187322,3.0109022598699386,-0.08076799911823301,27.146805968719487,8.552716560652684,0.34919808018066245
13.941495908896128,0,235,28079.2,0.0153654569311179,-0.01608095737170099,-0.045207341115201145,1.077448358083064,0.9643150183685116,0.025647659246846588
2.6900692995389304,0,338.8,1437.6,0.3513555127818703,1.3199471048178402,-0.018497478364812466,9.17185786991649,14.974841746288911,0.20974017788564145
3.286959590911865,0,341,3171.4,0.3931894086842101,4.6454374552014635,0.021707815918358204,18.359217301941268,6.423317741941639,0.4970965604251353
2.332910215059916,0,41,1176.4,0.16350033867156072,-0.07797987718654933,-0.09358410560097949,1.6845407800461996,1.6485264064950929,0.02210364304767836
1.8651159954071044,0,66.6,172.8,0.10272973459106885,-0.08725815320233954,0.03845765135817142,2.471676266330262,2.5289542041663915,0.07159156013679115
2.5255364441871646,0,29.6,2132.4,0.198997797093618,-0.01398262643474752,-0.02211594781583433,0.19237735644066198,0.15860242270576141,0.03638310920847259
2.4944977720578514,0,240.6,650.8,0.15804056438126704,0.5457759184443423,0.04950799182367698,5.140210389093585,2.401780022505547,0.1268683902121366
5.957206078370413,0,183.8,9634,0.031501914917711454,0.39486959618579676,0.2151830479887312,15.390261194757775,15.390728672409628,0.024794728184019725
2.1333303197224933,0,81.4,796.6,0.2231797544505333,1.4300755136929453,-0.05196894689004298,8.606779211823092,1.6448074312855088,0.29141754452642693
2.2867303125063576,0,214.8,1393,0.4163278245072896,0.15316738392616291,0.0017793858049227659,6.9864355989804485,10.20180147882345,0.05096018095029907
2.7496146368980408,0,264.8,1491.4,0.013513276840681708,0.018174088140486697,0.031246565861134744,0.664958945813518,0.6699006875099793,0.01629019821352886
3.2090131568908693,0,16.6,2735.6,0.2303008714685644,0.9195692280075701,-0.20117884209539333,30.478937444781145,4.371965726880275,0.3022555866899034
2.9723022015889486,0,24,3266,0.011883708625702111,-0.2206324852487708,-0.316521409502072,4.379879244108466,4.373144441457337,0.01519055620574184
2.2132390181223554,0,54.8,679.2,0.3092396376127279,0.003143416515315629,0.035481685936923496,3.3824448793307833,0.34092859544859894,0.27242516051439103
3.306906369527181,0,398.8,3246.4,0.008778845859274877,0.174926557463471,-0.008636311938958195,0.9626814829729595,0.7496315953959835,0.078115414281384285
2.3152390766143798,0,139.4,1264.6,0.0917738152896608,1.1157498540058413,-0.16925351296563482,11.681360396462622,12.133219987412616,0.20661455157311592
2.8213836161295576,0,202.8,1554.6,0.24553700441518125,0.6376594123808614,0.03133876914607565,4.377589857713502,1.3170550844392792,0.27372874703008754
2.1797279985745748,0,253,473,0.07414721719976011,0.061999074135892465,0.23665231265365194,11.179552824121497,10.548598990208482,0.03931063843106606
4.148781676292419,0,336,6844.2,0.030115699633853937,0.040711561544527146,-0.047396674361524956,12.825701625695963,10.69979456064726,0.031278033530776295
1.8840996233622234,0,52.2,660.2,0.11643011583433138,0.31945676138506357,0.2415192577621893,7.7619347962813245,6.501159058119404,0.042652605775556976
2.4525537705421447,0,116.6,1143.8,0.23892842817018028,0.7276989628862844,0.03307935353041015,1.2236803248242292,0.6867530386037197,0.28242272325529033
33.579258285363515,0,298.6,54185.2,0.05373263079672519,0.03457361938234396,0.035231301565803445,3.122017109463624,2.8973261862438933,0.012244840278204517
2.69011182308197,0,91.6,687.8,0.2196106544598449,0.034685216954374605,-0.006175650123105855,0.29842881886498435,0.2221038023463011,0.062391208535404
3.0098637541135154,0,164.6,3737,0.2389037451671288,1.7625154492064428,-0.05449057000121602,6.856716286061404,8.445232020532735,0.34572994987101535
2.6811824297904967,0,142.4,1255.6,0.05475892844818233,0.08993081061969262,-0.0863850404581857,4.308264807767958,4.0179293128296925,0.035999134688081046
2.6731078219413758,0,323.4,2037.6,0.12068356653748946,3.8579422659627314,-0.0390106177417992,53.763040091424656,17.86702804566568,0.26140052869654223
1.8216369867324829,0,196.8,319.6,0.06989491567579938,0.12431660727408307,0.0028609783143451286,3.609354503251366,3.150784682689202,0.05661953037152856
2.6436165022850036,0,22.6,1557.4,0.24393062848216684,0.059489673765148285,-0.03601668951495393,1.3703146664245427,1.2820498954603767,0.035963572800653223
5.266835455099741,0,39.6,7567.4,0.06479719761888555,0.07388415256324271,0.032064223312656626,3.8072428217551932,2.5444919207029852,0.06260794579004339
2.438378436565399,0,220.2,1169,0.0481564883960369,0.6189069329734695,0.19806857935275657,12.286711650356557,11.971392324401961,0.07068407821606669
2.8838163010279336,0,333.4,2047.2,0.2566253329336631,3.736666252907652,0.013503313406811233,15.218047058147986,6.182833536406299,0.48733185595319123
2.8837491337458294,0,6.6,2850,0.6121679475358798,0.03719661520197827,0.015329053123194322,0.22203262814126035,0.07136147860799147,0.018745808189937912
1.9537740461031596,0,221.2,1254.4,0.025728629086181464,0.07007876269387771,0.07765787886927021,9.204843713565879,8.703255965444791,0.021780536014155784
